                    ," [0,30)     "," [30,60) "," [60,90) "," [90,120)  "," [120,150)  "," [150,180)   "," [180,210) "," [210,240) "," [240,270) "," [270,300) "," [300,330) "," [330,360) "," [360,390) "," [390,420) "," [420,450) "," [450,480)  "," [480,510) "," [510,540) "," [540,570) "," [570,600) "," [600,630) "," [630,660) "," [660,690) "," [690,720) "," [720,750) "," [750,780) "," [780,810) "," [810,840) "," [840,870) "," [870,900) "," [900,inf) "
 retransmissionMode ,1931.53333,2292.2,7026,157.53333,6020.06667,28010.93333,21.73333,97,52.33333,2.8,125.13333,29.8,65.93333,649.8,9.8,3151.66667,193.4,1.53333,13.6,1.33333,0.86667,13.13333,0.33333,46.8,25.93333,4.86667,325.06667,0.4,0.06667,0.86667,47.2
