                  , index=1  ,%,ic,%, index=2    ,%,ic,%, index=3   ,%,ic,%, index=4 ,%,ic,%, index=5  ,%,ic,%
retransmissionMode,47.067,100.000,0.000,0.000,2872.000,99.965,0.000,0.000,145.933,99.818,0.071,0.049,250.400,99.734,0.124,0.049,41488.867,99.902,2.555,0.006
