                        ," [1,2)      ",ic," [2,3)     ",ic," [3,4)    ",ic," [4,5)   ",ic," [5,6)   ",ic," [6,7)   ",ic," [7,8) ",ic," [8,9) ",ic," [9,10) ",ic," [10,inf) ",ic
"Dinamictimeout, 4 retries",1473.30667,2.1829,248.84,1.3192,27.50667,0.38228,6.26667,0.1188,0,0,0,0,0,0,0,0,0,0,0,0
