                        ," [0,1)      ",ic," [1,2)      ",ic," [2,3)     ",ic," [3,4)    ",ic," [4,5)   ",ic," [5,6)   ",ic," [6,7)   ",ic," [7,8) ",ic," [8,9) ",ic," [9,10) ",ic," [10,inf) ",ic
" retries=10,timeout=0.4 ",7176.16,2.16765,1472.68,2.03605,250.58667,0.92851,26.17333,0.24252,5.38667,0.13047,1.13333,0.07819,0.17333,0.03103,0.04,0.01082,0,0,0,0,0,0
